WDixSUFj7Qw
JoJo's Bizarre Adventure OP 7: "Great Days" Full Song
1.9403857712939454,64,518,square,0,0
2.5415481263450928,32,486,square,0,0
4.749056837130982,64,454,circle,0,0
5.550455337447266,32,422,circle,0,0
7.553199636447266,64,390,square,0,0
8.354736058722047,32,358,square,0,0
10.357349547722047,64,326,circle,0,0
11.158126727517578,32,294,circle,0,0
14.563133530964844,64,262,square,0,0
15.163079198555907,32,230,square,0,0
15.964802977392944,64,198,circle,0,0
16.566696506444092,32,166,circle,0,0
17.366884189821047,64,134,square,0,0
17.96728581183069,32,102,square,0,0
18.369555228798706,64,70,circle,0,0
18.769309896645385,160,518,circle,0,0
20.373777410798706,128,486,square,0,0
20.773513165645387,160,454,square,0,0
21.576072045440917,128,422,triangle,0,0
22.17731966953357,160,390,triangle,0,0
22.979247616431273,128,358,circle,0,0
23.379592242798704,160,326,circle,0,0
23.57987430096167,128,294,circle,0,0
23.981979635370607,160,262,circle,0,0
24.38139645081787,128,230,cross,0,0
24.782641063645386,160,198,cross,0,0
24.98240586638977,128,166,cross,0,0
25.985832164849853,160,134,square,0,0
25.985832164849853,128,102,square,0,0
26.18683214005432,160,70,square,0,0
26.387684824738038,256,518,square,0,0
26.78763610016614,224,486,square,0,0
27.188729117054322,256,454,square,0,0
27.58999602648242,224,422,square,0,0
27.79083369068689,256,390,square,0,0
28.790504129706054,224,358,square,0,0
28.790504129706054,256,326,square,0,0
29.192416410654907,224,294,square,0,0
29.393381389277955,256,262,square,0,0
29.593297165501586,224,230,square,0,0
29.79231242066455,256,198,square,0,0
29.99367256886902,224,166,square,0,0
30.39434059223645,256,134,square,0,0
30.795940639645387,224,102,square,0,0
31.597165107022338,256,70,square,0,0
31.798165082226806,352,518,square,0,0
31.998040751910523,320,486,square,0,0
32.19904072711499,352,454,square,0,0
32.599703861041505,320,422,square,0,0
32.80070383624597,352,390,square,0,0
33.20329678799365,320,358,square,0,0
33.60342722048242,352,326,square,0,0
34.00813918843127,320,294,square,0,0
34.40925486331946,352,262,square,0,0
34.60895583448242,320,230,square,0,0
34.80955920864539,352,198,square,0,0
35.209888128012814,320,166,square,0,0
35.611299717901,352,134,square,0,0
36.81358785968689,320,102,square,0,0
37.214224018054324,352,70,square,0,0
37.61420115048242,448,518,square,0,0
37.81500132510547,416,486,square,0,0
38.21533586305432,448,454,square,0,0
38.616016695003175,416,422,square,0,0
38.81587142468689,448,390,square,0,0
39.01618557937061,416,358,square,0,0
