X4owsWGfpRo
『JoJo's Bizarre Adventure』Opening 5 [Crazy Noisy Bizarre Town]
4.767468571977661,64,518,square,0,0
4.967949100242798,32,486,circle,0,0
4.967949100242798,64,454,square,0,0
5.167949147926514,32,422,circle,0,0
5.36794919561023,64,390,square,0,0
5.567953407354614,32,358,circle,0,0
5.768743767559082,64,326,square,0,0
5.768743767559082,32,294,circle,0,0
6.1688177749233395,64,262,square,0,0
6.1688177749233395,32,230,circle,0,0
6.369817750127807,64,198,square,0,0
6.369817750127807,32,166,circle,0,0
6.770119263555908,64,134,square,0,0
7.572807031392944,32,102,circle,0,0
7.772556276555909,64,70,square,0,0
7.973107190718872,160,518,circle,0,0
8.17427361992334,128,486,square,0,0
8.17427361992334,160,454,circle,0,0
8.57504375135144,128,422,square,0,0
9.980448508198121,160,390,circle,0,0
10.384764717127808,128,358,square,0,0
10.986061056281129,160,326,circle,0,0
11.187284388904175,128,294,square,0,0
11.387284198169311,160,262,circle,0,0
11.788168814536743,128,230,square,0,0
11.988230024220458,160,198,circle,0,0
11.988230024220458,128,166,square,0,0
12.188657898964843,160,134,circle,0,0
12.38965787416931,128,102,square,0,0
12.589259870332276,160,70,circle,0,0
12.790422967536744,256,518,square,0,0
12.790422967536744,224,486,circle,0,0
13.191390039964844,256,454,square,0,0
13.191390039964844,224,422,circle,0,0
13.392390015169312,256,390,square,0,0
13.392390015169312,224,358,circle,0,0
13.792540249118163,256,326,square,0,0
14.997539144680543,224,294,circle,0,0
15.998696826281128,256,262,square,0,0
16.99910786028113,224,230,circle,0,0
17.40028400916931,256,198,square,0,0
17.40028400916931,224,166,circle,0,0
17.801473398536743,256,134,square,0,0
18.20138173092334,224,102,circle,0,0
18.40238170612781,256,70,circle,0,0
