Y1tHNKH7AAM
[60fps Full] Melancholic メランコリック - Kagamine Rin 鏡音リン DIVA Arcade English lyrics Romaji subtitles
1.7890988903865968,64,518,square,0,0
2.1903880422939452,32,486,square,0,0
2.7905434469073485,64,454,circle,0,0
2.9906979035910646,32,422,square,0,0
3.1899263703354492,64,390,circle,0,0
3.389926418019165,32,358,square,0,0
3.9916311041724852,64,326,square,0,0
4.1917953083354496,32,294,square,0,0
4.393795449479248,64,262,square,0,0
4.992828538070312,32,230,square,0,0
4.992828538070312,64,198,square,0,0
5.395035638479248,32,166,circle,0,0
5.795199597907349,64,134,circle,0,0
6.19661161527478,32,102,square,0,0
6.396611424539917,64,70,circle,0,0
6.597772400162964,160,518,square,0,0
6.796844547447265,128,486,circle,0,0
7.1986814923546145,160,454,square,0,0
7.399681467559082,128,422,circle,0,0
7.602681536223633,160,390,square,0,0
8.403378191479248,128,358,circle,0,0
8.8036251854281,160,326,square,0,0
9.003687574111817,128,294,square,0,0
9.204726542316283,160,262,square,0,0
9.605036275162965,128,230,circle,0,0
9.80554427284668,160,198,circle,0,0
10.006544248051148,128,166,circle,0,0
10.206084295814698,160,134,circle,0,0
10.606788004223633,128,102,square,0,0
11.007229717591064,160,70,circle,0,0
11.207618190274781,256,518,square,0,0
11.8100281644281,224,486,circle,0,0
12.010028212111816,256,454,square,0,0
12.210356678795533,224,422,circle,0,0
12.610465288223633,256,390,square,0,0
13.011462394670898,224,358,circle,0,0
13.409860901578247,256,326,square,0,0
13.813011061926513,224,294,circle,0,0
14.413842834977661,256,262,square,0,0
14.614399568722046,224,230,square,0,0
